日付,プレーヤー,分類,タイトル,出典,要約,本文,リンク
2026-05-20,その他,規制,"EU AI法が初の改正合意——AI生成ディープフェイク・CSAMを新禁止行為に追加",Inside Privacy,"EU三機関がEU AI法成立後初の改正で暫定合意し、非同意性的コンテンツ・CSAMのAI生成を禁止行為に追加、2026年12月施行。","EU理事会・欧州議会・欧州委員会が2026年5月7日にDigital Omnibus on AIの暫定合意に達し、EU AI法成立後初の改正が実現した。非同意性的コンテンツおよびCSAMのAI生成・操作を新たな禁止行為として追加し2026年12月2日より適用。中小企業向けの施行タイムライン延長・負担軽減措置も盛り込まれた。EU市場向けに生成AIサービスや画像・動画生成ツールを展開する日本企業はコンテンツフィルタリング・モデレーション体制の整備が急務となる。",https://www.insideprivacy.com/artificial-intelligence/eu-ai-act-update-timeline-relief-targeted-simplification-and-new-prohibitions/
2026-05-21,Google,リリース,Google I/O 2026: Gemini Omni・3.5 Flash・Sparkを一斉発表 — ユーザー9億人、価格引き下げも,Cybernews,"Gemini Omni・Gemini 3.5 Flash・Gemini Sparkを一挙公開し、エージェントAI時代への移行を宣言した。","Google I/O 2026で、動画生成特化のGemini Omni・高速推論のGemini 3.5 Flash・汎用AIエージェントGemini Sparkを発表。Geminiユーザーは過去1年で2倍の9億人に到達し、AI Ultraプランを月250ドルから200ドルに値下げ。エージェントファーストのコーディング基盤Antigravity 2.0も公開した。Google Workspaceユーザーを中心に、Gemini Sparkを活用した業務自動化の導入コストが下がり、日本企業のAI移行を加速させる。",https://cybernews.com/ai-news/google-io-2026-gemini-omni-antigravity-agentic-ai/
2026-05-21,OpenAI,資金調達,OpenAI、最短9月にIPO申請へ — 評価額7300億ドルで史上最大級の上場か,Engadget,OpenAIがゴールドマン・サックスとモルガン・スタンレーと協議を進め、最短9月のIPO申請を検討している。,"OpenAIがゴールドマン・サックスとモルガン・スタンレーと協議を進め、最短で2026年9月にもIPO申請を行う可能性があると報じられた。最新ラウンドの評価額は7300億ドルに達しており、実現すれば米国株式市場で史上最大級の新規公開となる。IPO後はOpenAI製品のエンタープライズ契約が強化される見込みで、ChatGPT Enterpriseを導入済みの日本企業はサービス条件変更のリスクと機会を並行して監視する必要がある。",https://www.engadget.com/2178018/openai-may-go-public-as-soon-as-september/
2026-05-21,xAI・SpaceX,提携,xAI・SpaceX統合完了 — ウォール街でGrok採用拡大、モルガン・スタンレーなどが試験導入,Japan Times,xAIがSpaceXに統合され、ウォール街主要金融機関がGrokの内部テストを開始した。,"xAIが5月6日にSpaceXへ統合され「SpaceXAI」部門となった後、モルガン・スタンレーやアポロ・グローバルなどウォール街の主要金融機関がGrokの内部テストを開始した。SpaceX IPOに向けた収益基盤構築が狙いとみられ、コーディングエージェント「Grok Build」も発表された。金融・製造分野でのGrok採用が進めば、日本の金融機関もAIベンダー選定においてxAI/SpaceXAIを新たな選択肢として評価する必要が生じる。",https://www.japantimes.co.jp/business/2026/05/14/tech/musk-xai-wall-street-grok-chatbot/
2026-05-21,Anthropic,提携,Anthropic × ゲイツ財団、2億ドルのパートナーシップ締結 — 医療・教育に4年間注力,Anthropic,AnthropicとゲイツFoundationが4年間・2億ドルの戦略的パートナーシップを締結し、医療・教育分野にClaude活用を推進する。,"AnthropicとビルandメリンダゲイツFoundationが4年間にわたる2億ドルの戦略的パートナーシップを締結した。助成金・Claudeの利用クレジット・技術支援をグローバルヘルス・ライフサイエンス・教育・経済的流動性の分野に投じる。医療・教育領域でのAnthropicの実績が蓄積されることで、日本のヘルスケア企業やEdTechスタートアップがClaude導入の参考事例として活用できる環境が整う。",https://www.anthropic.com/news/gates-foundation-partnership
2026-05-21,その他,規制,EU AI法が大幅簡素化合意 — 高リスクAI義務を16ヶ月延期、新たな禁止行為も追加,EU Council,EU理事会と欧州議会がAI法の高リスク義務を2027年12月まで延期することで合意した。,"EU理事会と欧州議会が2026年5月18日、AI法の一部規制を簡素化・延期することで暫定合意した。高リスクAIシステムへの義務適用が2026年8月から2027年12月に16ヶ月延期される一方、非合意的な性的コンテンツ生成AIと児童性的虐待素材生成AIの2つが新たに禁止対象に追加された。EU市場向けAIシステムを開発中の日本企業にとってコンプライアンス対応期限が延び、製品ロードマップ調整の猶予が生まれる。",https://www.consilium.europa.eu/en/press/press-releases/2026/05/07/artificial-intelligence-council-and-parliament-agree-to-simplify-and-streamline-rules/
2026-05-22,Anthropic,資金調達,Anthropic・初の黒字四半期へ — Q2収入109億ドル・前期比2倍超,TechCrunch,"AnthropicがQ2に創業初の黒字を達成する見通しで、収入109億ドルは前四半期比2倍超。","AnthropicがQ2（2026年4〜6月期）に創業以来初の黒字四半期を達成する見通しとなった。収入は109億ドルと前四半期比2倍以上に急拡大しており、Claude for Small Business・Claude Designなど企業向け製品が成長を牽引している。財務安定化により、日本企業がClaudeを長期パートナーとして採用するリスクが大幅に低下する。",https://techcrunch.com/2026/05/20/anthropic-says-its-about-to-have-its-first-profitable-quarter/
2026-05-22,Anthropic,その他,OpenAI共同創業者アンドレイ・カルパシーがAnthropicに入社,Anthropic,OpenAI共同創業者でLLM研究の第一人者カルパシーがAnthropicに参画した。,"OpenAIの共同創業者でテスラAI元責任者のAndrej KarpathyがAnthropicに参画したことが明らかになった。深層学習・LLM研究の第一人者の加入により、Anthropicの研究開発力が大幅に強化される見込みだ。Claude採用企業は中長期的なモデル性能向上の恩恵を受けられると期待される。",https://www.anthropic.com/news
2026-05-22,OpenAI,提携,OpenAI × Dell・Codexをオンプレミス・ハイブリッド環境に展開,OpenAI News,"OpenAIとDell Technologiesが提携し、コーディングエージェントCodexを企業オンプレミス環境で利用可能にした。","OpenAIとDell Technologiesが提携し、OpenAIのコーディングエージェント「Codex」を企業のオンプレミスおよびハイブリッドクラウド環境で利用可能にした。データをクラウドに出せない日本の金融・製造・公共セクター企業でもCodexを活用したAIコーディング自動化の導入が現実的になる。",https://openai.com/news/
2026-05-22,xAI・SpaceX,リリース,xAI・コーディングエージェント「Grok Build」をベータ公開,eWeek,xAIがGitHub CopilotやCursorに対抗するコーディングエージェントGrok Buildをリリースした。,"xAIがコーディングエージェント「Grok Build」をベータ公開した。SuperGrok Heavyサブスクリプション（月300ドル）ユーザーが先行利用可能で、AIによる自律的なソフトウェア構築を目指す。コーディングエージェント市場の競争激化により価格低下と機能向上が進み、日本のソフトウェア開発現場での選択肢が広がる。",https://www.eweek.com/news/xai-grok-build-coding-agent/
2026-05-22,その他,規制,ホワイトハウスがAI審査強化の行政令を検討 — テック業界に動揺,The Hill,トランプ政権がAIモデルへの事前審査を義務化する行政令を検討し、テック業界に衝撃が走っている。,"トランプ政権がAnthropicのMythosモデルなどの高度AIに対するサイバー安全保障上の懸念から、AI審査を義務化する行政令の検討に入り、テック業界に動揺が広がっている。米国内でのAIモデルリリースに事前審査が課される可能性があり、日本へのモデル提供スケジュールや輸出管理に影響を及ぼす可能性がある。",https://thehill.com/policy/technology/5870495-white-house-ai-policy-shift/
2026-05-23,Anthropic,資金調達,Anthropic・900億ドル評価額で300億ドル調達交渉 — AIスタートアップ史上最大級,Bloomberg,Anthropicが評価額9000億ドル超で最低300億ドルの新規資金調達を協議中。,"Anthropicが投資家と少なくとも300億ドル（約4.5兆円）の資金調達を協議中であることをBloombergが報じた。評価額は9000億ドル超と見込まれ、未上場AI企業として前例のない水準。Claudeシリーズの企業導入急増とAmazon・Googleからの出資が評価を押し上げており、調達完了後は次世代モデル開発と計算インフラに投資される見通し。Claude APIを採用済みまたは検討中の日本企業は長期的なサービス安定提供を期待できる。",https://www.bloomberg.com/news/articles/2026-05-12/anthropic-in-talks-to-raise-30-billion-at-900-billion-valuation
